-3.069184261662170898e-02,4.844488331401411996e-01,2.000000000000000000e+00
2.355418714012754988e-01,7.592010540267022378e-01,1.000000000000000000e+00
-8.859166636765637426e-01,1.663022604111350500e-01,0.000000000000000000e+00
2.928151480622493419e-01,1.418309224295390136e-01,1.000000000000000000e+00
2.623351762311937896e-01,-1.670849510484778144e-01,1.000000000000000000e+00
2.233371230695732068e-01,-2.526673982220004611e-01,1.000000000000000000e+00
-5.760330433198238564e-01,-2.149912743739623433e-01,1.000000000000000000e+00
8.282608616073545704e-01,-1.562571298074857173e+00,1.000000000000000000e+00
1.045116352785064595e-01,-3.061450873196603917e-01,3.000000000000000000e+00
6.013979428257446580e-01,-1.126480129369307859e+00,1.000000000000000000e+00
1.338544031009679447e+00,-7.327136363271953279e-01,2.000000000000000000e+00
2.200534205591598846e-01,7.271176814079319817e-01,2.000000000000000000e+00
1.324708010279087578e+00,8.325391200691794058e-01,1.000000000000000000e+00
-1.678704490712133179e-01,-2.036714716161835970e-01,0.000000000000000000e+00
-5.710652347694190611e-01,-1.112659340825466137e+00,3.000000000000000000e+00
-1.868482530971169453e+00,1.498432876872792141e+00,3.000000000000000000e+00
1.132391600428528822e+00,-3.552326751560249685e-01,1.000000000000000000e+00
-6.877059480135648828e-01,2.472965880504893466e-01,1.000000000000000000e+00
-9.152160244938442046e-01,-8.057030956685968803e-01,2.000000000000000000e+00
-4.482303327980453056e-01,7.044373923988548336e-01,2.000000000000000000e+00
-7.455749614032063100e-02,9.062562174618987720e-01,1.000000000000000000e+00
3.406338067100432299e-01,3.409633507455711587e-01,3.000000000000000000e+00
-1.547014330702372042e+00,2.771306694616899602e-01,3.000000000000000000e+00
8.738592307857017127e-01,6.796959748471607110e-01,2.000000000000000000e+00
2.078041593909222495e+00,5.670702874411962524e-01,1.000000000000000000e+00
3.041753561063223477e-01,-8.978137109833483898e-01,0.000000000000000000e+00
-1.110568069865282559e-01,4.121420988601613433e-01,3.000000000000000000e+00
-1.535043897590800677e-01,2.341082971148293057e-01,1.000000000000000000e+00
8.667938845512438428e-01,3.133848263453298810e-01,0.000000000000000000e+00
-1.402006077003835616e+00,-2.951743153697702349e-01,1.000000000000000000e+00
-5.144893121454748863e-01,2.671095780874991124e-02,3.000000000000000000e+00
-7.452574926400727662e-02,-3.605939642963902347e-01,0.000000000000000000e+00
1.259839541809190111e+00,7.530419434928375955e-01,1.000000000000000000e+00
-3.898607207980432365e-01,2.045910000691588682e-01,2.000000000000000000e+00
1.167887028699488683e+00,4.444724841541333737e-01,2.000000000000000000e+00
-1.001551267337638551e+00,1.119511088645610775e+00,3.000000000000000000e+00
-1.536281822755149795e+00,8.010788576433472974e-01,3.000000000000000000e+00
1.430002140782841713e-01,-2.396930475871268951e-01,3.000000000000000000e+00
-6.784701771025225536e-01,-1.075889589604004826e+00,0.000000000000000000e+00
-5.582827613866701011e-01,-1.889466657463642341e-01,1.000000000000000000e+00
-1.348207854954441620e+00,-1.098244266580620465e+00,2.000000000000000000e+00
7.244171777220069774e-01,-1.219312250228120620e-01,0.000000000000000000e+00
-6.668199557900178487e-01,-8.638018461804897186e-01,3.000000000000000000e+00
1.932645426959825441e+00,1.625396107618412245e+00,0.000000000000000000e+00
1.353130312391123580e+00,-4.171020487867733717e-01,0.000000000000000000e+00
5.871436416674890024e-01,6.403484907832566186e-01,0.000000000000000000e+00
-1.189470789033833409e+00,7.632476550594537168e-02,2.000000000000000000e+00
-9.418793702373647880e-01,2.012781872381223636e+00,3.000000000000000000e+00
-1.154746315405598585e-02,7.599089567943185797e-01,0.000000000000000000e+00
-1.515919520289743805e-01,-3.291019809186528811e+00,2.000000000000000000e+00
5.923976481466479704e-01,-2.218736809003963029e-01,3.000000000000000000e+00
3.221047712942890495e-01,9.109068922491664333e-01,2.000000000000000000e+00
3.541848415418709095e-01,-1.844800012760885677e+00,3.000000000000000000e+00
1.376200593816814255e+00,7.155400615497156669e-02,0.000000000000000000e+00
1.336897359956020770e+00,-1.092785665780435567e+00,0.000000000000000000e+00
6.423054222175786920e-01,-1.430821325182062842e-01,0.000000000000000000e+00
2.403724161419060756e+00,-4.186577450057897831e-01,3.000000000000000000e+00
-1.518047151970600694e-01,9.061579690150151078e-01,2.000000000000000000e+00
1.269658114114351477e+00,1.878014116362492769e-01,0.000000000000000000e+00
9.928361157834812989e-01,-1.144286520189654738e-01,2.000000000000000000e+00
1.583751267978453336e+00,-1.614700765280853823e+00,0.000000000000000000e+00
-4.289610003973048924e-01,1.180883277348127258e+00,3.000000000000000000e+00
-5.962427752553016436e-02,-8.884007783344963771e-01,3.000000000000000000e+00
9.031640133194017706e-01,-3.475434039302464917e-02,0.000000000000000000e+00
